WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
60.0,5.0,7.0,,,,,1020.6,5.5,7.1,2.2,,-2.9,
70.0,6.0,7.0,,,,,1020.6,5.5,7.1,2.4,,,
80.0,7.0,8.0,0.7,5.0,4.1,163.0,1020.2,5.4,7.1,2.4,,,
90.0,8.0,9.0,,,,,1019.5,5.4,7.1,2.5,,,
90.0,8.0,9.0,,,,,1019.4,5.3,7.1,2.5,,,
80.0,7.0,9.0,0.7,5.0,3.9,161.0,1019.2,5.3,7.1,2.9,,,
80.0,7.0,9.0,,,,,1019.0,5.3,7.1,2.8,,-4.3,
80.0,7.0,8.0,,,,,1019.0,5.3,7.1,2.9,,,
80.0,7.0,9.0,0.7,5.0,3.7,182.0,1019.4,5.3,7.1,3.0,,,
90.0,6.0,7.0,,,,,1019.8,5.3,7.1,3.1,,,
80.0,6.0,7.0,,,,,1019.5,5.3,7.1,3.2,,,
80.0,7.0,8.0,0.7,5.0,3.8,158.0,1018.8,5.3,7.1,3.3,,,
70.0,7.0,9.0,,,,,1018.7,5.4,7.1,3.6,,-3.2,
80.0,8.0,9.0,,,,,1018.6,5.4,7.1,3.7,,,
80.0,8.0,10.0,0.8,5.0,3.7,159.0,1018.5,5.4,7.1,3.8,,,
90.0,8.0,9.0,,,,,1018.8,5.5,7.1,4.0,,,
90.0,8.0,9.0,,,,,1018.8,5.5,7.1,4.1,,,
90.0,7.0,9.0,0.8,5.0,3.7,169.0,1018.6,5.7,7.1,4.4,,,
90.0,7.0,9.0,,,,,1018.4,5.8,7.1,4.6,,-2.1,
90.0,8.0,9.0,,,,,1018.1,5.9,7.1,4.7,,,
90.0,7.0,9.0,0.8,4.0,3.7,106.0,1017.8,6.0,7.1,5.0,,,
80.0,7.0,9.0,,,,,1017.5,6.1,7.1,5.2,,,
80.0,8.0,9.0,,,,,1017.1,6.1,7.1,5.3,,,
80.0,8.0,9.0,0.9,4.0,3.8,,1017.1,6.3,7.1,5.6,,,
80.0,7.0,9.0,,,,,1017.1,6.4,7.1,5.8,,-2.0,
70.0,6.0,8.0,,,,,1016.8,6.4,7.1,5.9,,,
60.0,6.0,7.0,0.9,4.0,3.6,109.0,1017.0,6.5,7.1,6.0,,,
50.0,5.0,6.0,,,,,1017.0,6.4,7.1,6.0,,,
50.0,5.0,6.0,,,,,1016.8,6.4,7.1,6.0,,,
50.0,5.0,7.0,0.8,4.0,3.7,100.0,1016.8,6.4,7.1,6.0,,,
60.0,6.0,7.0,,,,,1016.3,6.4,7.1,6.0,,-2.4,
60.0,7.0,8.0,,,,,1015.5,6.5,7.1,6.2,,,
70.0,8.0,9.0,0.8,4.0,3.7,103.0,1014.9,6.5,7.1,6.2,,,
80.0,9.0,11.0,0.8,,3.6,108.0,1013.9,6.7,7.1,6.4,,,
80.0,9.0,11.0,0.8,4.0,3.6,108.0,1013.9,6.7,7.1,6.4,,,
70.0,9.0,11.0,,,,,1013.6,6.8,7.1,6.5,,-5.2,
80.0,9.0,11.0,,,,,1013.3,6.8,7.1,6.5,,,
80.0,8.0,10.0,0.9,4.0,3.6,101.0,1012.9,6.9,7.1,6.6,,,
80.0,9.0,11.0,,,,,1012.5,6.8,7.1,6.5,,,
80.0,9.0,11.0,,,,,1012.2,6.9,7.1,6.6,,,
90.0,8.0,10.0,0.9,4.0,3.6,102.0,1011.7,7.1,7.1,6.8,,,
90.0,9.0,11.0,,,,,1011.2,7.2,7.2,6.9,,-6.0,
90.0,10.0,13.0,,,,,1010.7,7.3,7.2,7.0,,,
90.0,10.0,12.0,1.1,5.0,3.8,128.0,1010.7,7.5,7.2,7.2,,,
100.0,9.0,11.0,,,,,1010.3,7.8,7.2,7.5,,,
110.0,8.0,11.0,,,,,1010.3,7.8,7.2,7.4,,,
100.0,10.0,12.0,1.2,5.0,3.9,119.0,1009.7,7.7,7.2,7.3,,,
100.0,7.0,11.0,,,,,1010.0,7.8,7.2,7.4,,-6.3,
140.0,5.0,10.0,,,,,1010.3,7.8,7.2,7.4,,,
20.0,4.0,7.0,1.2,5.0,4.0,117.0,1009.7,7.9,7.2,7.5,,,
50.0,5.0,6.0,,,,,1009.4,7.8,7.2,7.4,,,
50.0,5.0,5.0,,,,,1009.2,7.8,7.2,7.4,,,
60.0,4.0,5.0,1.2,5.0,4.1,112.0,1008.7,7.9,7.2,7.6,,,
80.0,4.0,5.0,,,,,1008.4,7.8,7.2,7.5,,-5.0,
70.0,4.0,5.0,,,,,1008.0,7.7,7.2,7.4,,,
80.0,5.0,6.0,1.2,5.0,4.3,124.0,1007.8,7.8,7.2,7.5,,,
80.0,4.0,5.0,,,,,1007.4,7.9,7.2,7.6,,,
110.0,5.0,6.0,1.2,,4.3,113.0,1007.2,8.0,7.2,7.7,,,
120.0,4.0,5.0,1.2,5.0,4.3,113.0,1007.3,8.1,7.2,7.9,,,
120.0,3.0,4.0,,,,,1007.2,8.2,7.2,8.0,,-3.8,
120.0,3.0,3.0,,,,,1006.9,8.3,7.2,8.1,,,
140.0,3.0,4.0,1.1,5.0,4.3,109.0,1006.9,8.5,7.2,8.3,,,
170.0,2.0,2.0,,,,,1006.7,8.7,7.2,8.5,,,
190.0,3.0,4.0,,,,,1006.7,8.7,7.2,8.5,,,
200.0,4.0,4.0,1.2,5.0,4.4,117.0,1006.5,8.6,7.2,8.4,,,
210.0,4.0,5.0,,,,,1006.2,8.5,7.3,8.3,,-3.8,
210.0,4.0,5.0,,,,,1006.2,8.3,7.3,8.1,,,
220.0,5.0,6.0,1.2,6.0,4.5,120.0,1006.2,8.1,7.3,7.9,,,
230.0,5.0,6.0,,,,,1006.3,7.9,7.3,7.7,,,
240.0,5.0,6.0,,,,,1006.6,7.7,7.3,7.5,,,
280.0,5.0,6.0,1.1,6.0,4.5,115.0,1006.6,7.4,7.3,7.2,,,
300.0,6.0,9.0,,,,,1006.9,6.7,7.3,6.5,,-1.4,
300.0,7.0,9.0,,,,,1007.1,6.0,7.3,5.8,,,
300.0,7.0,8.0,1.1,6.0,4.7,123.0,1006.7,6.1,7.3,5.9,,,
300.0,7.0,8.0,,,,,1007.2,6.0,7.3,5.8,,,
290.0,7.0,8.0,,,,,1007.9,5.9,7.3,5.7,,,
290.0,7.0,8.0,1.2,6.0,4.5,152.0,1007.8,5.8,7.3,5.6,,,
300.0,7.0,8.0,,,,,1007.9,5.7,7.2,5.5,,0.6,
290.0,7.0,8.0,,,,,1008.1,5.7,7.2,5.4,,,
290.0,7.0,8.0,1.4,6.0,4.6,132.0,1008.0,5.7,7.2,5.4,,,
290.0,6.0,7.0,,,,,1007.9,5.7,7.2,5.4,,,
290.0,6.0,8.0,,,,,1007.9,5.6,7.2,5.3,,,
290.0,7.0,8.0,1.3,6.0,4.6,124.0,1007.8,5.6,,5.3,,,
280.0,6.0,7.0,,,,,1008.2,5.6,7.2,5.3,,1.9,
290.0,6.0,7.0,,,,,1007.9,5.6,7.2,5.3,,,
290.0,6.0,7.0,1.3,6.0,4.7,132.0,1007.9,5.5,7.2,5.1,,,
280.0,6.0,8.0,,,,,1008.7,5.5,7.2,5.1,,,
260.0,7.0,8.0,,,,,1009.1,5.6,7.2,5.1,,,
260.0,7.0,8.0,1.2,6.0,4.8,156.0,1009.0,5.6,7.1,5.1,,,
260.0,6.0,8.0,,,,,1008.8,5.8,7.1,5.3,,1.9,
260.0,5.0,6.0,1.3,,5.1,158.0,1008.9,5.9,7.1,5.3,,,
260.0,5.0,6.0,1.3,7.0,5.1,158.0,1008.9,6.0,7.1,5.3,,,
260.0,5.0,6.0,,,,,1009.4,6.1,7.1,5.4,,,
260.0,6.0,7.0,,,,,1009.6,6.1,7.1,5.4,,,
270.0,5.0,6.0,1.5,7.0,5.5,162.0,1009.0,6.1,7.1,5.4,,,
280.0,6.0,7.0,,,,,1009.7,6.1,7.1,5.4,,1.9,
270.0,5.0,7.0,,,,,1009.4,6.1,7.1,5.4,,,
270.0,5.0,6.0,1.5,7.0,5.7,168.0,1009.4,6.0,7.0,5.3,,,
270.0,6.0,8.0,,,,,1010.2,6.1,7.0,5.3,,,
270.0,6.0,8.0,1.4,,5.7,169.0,1009.9,6.2,7.0,5.3,,,
270.0,6.0,7.0,1.4,7.0,5.7,169.0,1010.2,6.2,7.0,5.2,,,
270.0,6.0,7.0,,,,,1010.0,6.2,7.0,5.1,,1.9,
270.0,6.0,8.0,,,,,1010.2,6.3,7.0,5.2,,,
270.0,6.0,7.0,1.5,8.0,5.8,166.0,1010.1,6.3,7.0,5.1,,,
270.0,6.0,7.0,,,,,1010.5,6.4,6.9,5.0,,,
270.0,5.0,7.0,,,,,1010.2,6.4,6.9,4.9,,,
270.0,5.0,6.0,1.4,7.0,5.6,159.0,1010.5,6.4,6.9,4.9,,,
270.0,5.0,6.0,,,,,1010.2,6.4,6.9,5.0,,1.3,
280.0,6.0,7.0,,,,,1010.5,6.4,6.9,4.9,,,
280.0,5.0,7.0,1.4,7.0,5.8,169.0,1010.0,6.3,6.9,4.9,,,
280.0,5.0,6.0,,,,,1010.1,6.3,6.9,4.9,,,
260.0,5.0,6.0,,,,,1010.6,6.3,6.9,4.8,,,
250.0,6.0,7.0,1.4,7.0,5.8,164.0,1010.8,6.5,6.9,4.9,,,
260.0,5.0,7.0,,,,,1010.5,6.6,6.9,4.7,,0.9,
270.0,7.0,8.0,,,,,1010.3,6.7,6.9,4.6,,,
270.0,6.0,8.0,1.4,7.0,5.8,165.0,1009.9,6.7,6.8,4.5,,,
270.0,5.0,6.0,,,,,1010.2,6.8,6.8,4.5,,,
260.0,5.0,6.0,,,,,1010.0,6.7,6.8,4.5,,,
280.0,5.0,7.0,1.4,8.0,5.8,160.0,1010.0,6.6,6.8,4.5,,,
270.0,5.0,7.0,,,,,1010.5,6.6,6.8,4.5,,0.6,
260.0,6.0,8.0,,,,,1009.9,6.6,6.8,4.5,,,
280.0,7.0,9.0,1.3,8.0,5.7,167.0,1009.4,6.5,6.8,4.3,,,
290.0,8.0,10.0,,,,,1009.4,6.4,6.8,4.1,,,
290.0,9.0,11.0,1.4,,5.5,163.0,1009.6,6.3,6.8,4.1,,,
290.0,10.0,12.0,1.4,7.0,5.5,163.0,1009.7,6.3,6.8,4.0,,,
290.0,10.0,12.0,,,,,1010.0,6.3,6.8,3.9,,0.0,
290.0,11.0,13.0,,,,,1009.9,6.3,6.9,4.0,,,
290.0,10.0,13.0,1.4,7.0,5.1,162.0,1010.1,6.3,6.9,3.9,,,
280.0,11.0,13.0,,,,,1009.9,6.2,6.9,3.5,,,
290.0,10.0,13.0,,,,,1009.9,6.3,6.9,2.1,,,
290.0,11.0,13.0,1.4,7.0,4.8,168.0,1009.7,6.5,6.9,-0.1,,,
290.0,11.0,14.0,,,,,1009.8,6.5,6.9,-0.1,,-0.9,
290.0,10.0,12.0,,,,,1009.5,6.4,,0.6,,,
300.0,9.0,11.0,1.3,8.0,4.8,161.0,1009.2,6.2,6.9,0.9,,,
290.0,9.0,10.0,,,,,1009.2,6.2,6.9,1.0,,,
290.0,8.0,10.0,,,,,1009.1,6.2,6.9,0.8,,,
280.0,7.0,9.0,1.4,8.0,5.0,161.0,1008.7,6.1,6.9,1.6,,,
280.0,6.0,8.0,,,,,1008.5,5.9,6.9,2.1,,-2.1,
280.0,6.0,7.0,,,,,1008.2,5.7,6.9,2.8,,,
280.0,6.0,7.0,1.4,8.0,5.2,163.0,1008.1,5.7,6.9,2.4,,,
280.0,6.0,7.0,,,,,1007.9,5.7,6.9,2.2,,,
270.0,6.0,7.0,,,,,1007.9,5.8,6.9,2.1,,,
270.0,6.0,7.0,1.3,7.0,5.3,169.0,1007.8,6.0,6.9,1.8,,,
270.0,6.0,7.0,,,,,1007.9,6.2,6.9,1.8,,-2.2,
270.0,7.0,8.0,,,,,1007.7,6.4,6.9,1.3,,,
270.0,6.0,8.0,1.3,8.0,5.7,158.0,1007.6,6.5,6.9,1.1,,,
260.0,6.0,7.0,,,,,1007.7,6.4,6.9,1.7,,,
270.0,7.0,11.0,1.3,,5.7,151.0,1007.6,6.4,6.9,1.5,,,
280.0,9.0,11.0,1.3,9.0,5.7,151.0,1007.8,6.5,6.9,0.9,,,
270.0,8.0,10.0,,,,,1007.7,6.5,6.9,0.8,,-2.0,
270.0,8.0,12.0,,,,,1007.9,6.5,6.9,-0.6,,,
270.0,7.0,9.0,1.3,9.0,5.3,156.0,1007.8,6.6,6.9,-0.5,,,
270.0,8.0,11.0,,,,,1008.0,6.7,7.0,-0.3,,,
280.0,11.0,14.0,,,,,1008.0,6.9,6.9,-0.4,,,
