WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
290.0,15.0,18.0,,,,,1003.4,-2.5,6.2,-8.2,,,
290.0,15.0,18.0,1.7,5.0,4.2,303.0,1003.5,-2.7,6.2,-8.6,,,
290.0,15.0,20.0,,,,,1003.6,-2.6,6.2,-8.5,,,
290.0,15.0,20.0,,,,,1003.9,-2.8,6.2,-9.0,,,
290.0,14.0,17.0,1.6,5.0,4.2,298.0,1004.4,-2.7,6.3,-8.7,,,
300.0,13.0,17.0,,,,,1004.8,-2.7,6.2,-8.7,,4.0,
290.0,13.0,15.0,,,,,1005.1,-2.7,6.3,-8.5,,,
290.0,13.0,16.0,1.6,5.0,4.3,295.0,1005.2,-2.8,6.2,-9.1,,,
290.0,13.0,18.0,,,,,1005.3,-2.8,6.2,-8.9,,,
290.0,13.0,17.0,,,,,1005.7,-2.8,6.3,-9.0,,,
290.0,12.0,16.0,1.6,5.0,4.3,298.0,1005.9,-2.8,6.3,-9.0,,,
290.0,14.0,18.0,,,,,1006.2,-2.7,6.3,-8.8,,4.0,
280.0,14.0,18.0,,,,,1006.4,-2.9,6.3,-9.3,,,
280.0,14.0,17.0,1.4,5.0,4.1,300.0,1006.6,-2.8,6.3,-9.0,,,
290.0,15.0,19.0,,,,,1006.8,-2.8,6.3,-9.3,,,
280.0,13.0,16.0,,,,,1007.0,-2.6,6.4,-8.4,,,
270.0,14.0,18.0,1.5,5.0,4.2,303.0,1007.4,-2.7,6.4,-8.4,,,
270.0,14.0,17.0,,,,,1007.4,-2.7,6.4,-8.6,,4.4,
270.0,14.0,17.0,,,,,1007.7,-2.8,6.4,-8.8,,,
280.0,13.0,16.0,1.5,5.0,4.1,296.0,1007.9,-3.0,6.3,-9.1,,,
270.0,14.0,17.0,,,,,1008.2,-3.2,6.3,-8.7,,,
280.0,14.0,18.0,,,,,1008.5,-2.8,6.4,-8.7,,,
280.0,14.0,18.0,1.5,5.0,4.0,300.0,1008.7,-2.8,6.4,-8.8,,,
280.0,14.0,18.0,,,,,1009.0,-2.8,6.4,-8.6,,3.6,
280.0,15.0,18.0,1.5,,4.1,299.0,1009.3,-2.9,6.4,-8.8,,,
290.0,15.0,18.0,1.5,5.0,4.1,299.0,1009.6,-2.8,6.4,-8.6,,,
280.0,14.0,19.0,,,,,1009.8,-2.8,6.4,-8.6,,,
290.0,15.0,19.0,,,,,1009.9,-2.8,6.3,-8.6,,,
290.0,14.0,19.0,1.5,5.0,4.1,298.0,1010.0,-2.9,6.4,-9.0,,,
280.0,13.0,16.0,,,,,1010.1,-3.0,6.4,-8.3,,3.6,
270.0,12.0,15.0,,,,,1010.5,-2.8,6.4,-8.3,,,
270.0,13.0,16.0,1.4,4.0,4.0,303.0,1010.8,-2.7,6.4,-8.4,,,
270.0,13.0,16.0,,,,,1011.2,-2.8,6.4,-8.8,,,
270.0,13.0,17.0,,,,,1011.4,-2.9,6.4,-9.2,,,
260.0,11.0,15.0,1.3,5.0,3.8,295.0,1011.6,-3.0,6.4,-9.0,,,
270.0,12.0,15.0,,,,,1011.6,-3.1,6.5,-8.9,,3.8,
260.0,12.0,15.0,1.2,,3.8,291.0,1011.7,-3.1,6.5,-8.9,,,
260.0,12.0,15.0,1.2,4.0,3.8,291.0,1012.1,-2.9,6.5,-8.6,,,
270.0,12.0,15.0,,,,,1012.1,-2.8,6.5,-8.5,,,
270.0,12.0,15.0,,,,,1012.0,-2.9,6.5,-8.9,,,
280.0,11.0,15.0,1.2,4.0,3.7,295.0,1012.2,-3.0,6.5,-9.4,,,
280.0,12.0,17.0,,,,,1012.6,-2.8,6.5,-9.2,,3.7,
280.0,12.0,15.0,,,,,1012.8,-2.7,6.5,-9.1,,,
280.0,13.0,17.0,1.2,4.0,3.8,274.0,1012.9,-2.5,6.5,-9.0,,,
280.0,13.0,17.0,,,,,1012.8,-2.4,6.5,-9.0,,,
280.0,13.0,16.0,,,,,1012.5,-2.6,6.5,-9.4,,,
270.0,12.0,15.0,1.4,4.0,3.9,280.0,1012.6,-2.4,6.5,-9.2,,,
280.0,12.0,15.0,,,,,1012.7,-2.4,6.6,-9.4,,2.8,
280.0,12.0,14.0,,,,,1013.0,-2.3,6.6,-9.4,,,
270.0,11.0,15.0,1.4,4.0,4.0,280.0,1013.2,-2.2,6.6,-9.5,,,
270.0,11.0,14.0,,,,,1013.6,-1.8,6.6,-8.8,,,
270.0,12.0,14.0,,,,,1013.3,-1.7,6.6,-8.9,,,
270.0,12.0,15.0,1.4,4.0,3.9,283.0,1013.3,-1.5,6.7,-9.1,,,
270.0,11.0,14.0,,,,,1013.6,-1.6,6.7,-9.6,,2.0,
270.0,11.0,14.0,,,,,1013.7,-1.4,6.8,-9.2,,,
280.0,10.0,13.0,1.3,4.0,3.8,280.0,1013.5,-1.4,6.8,-9.5,,,
280.0,10.0,14.0,,,,,1013.6,-1.0,6.8,-8.7,,,
280.0,11.0,14.0,,,,,1013.2,-0.9,6.8,-8.8,,,
280.0,11.0,14.0,1.2,4.0,3.8,282.0,1013.6,-0.8,6.7,-8.7,,,
280.0,12.0,15.0,,,,,1013.7,-0.7,6.7,-8.8,,1.2,
280.0,11.0,14.0,,,,,1013.8,-0.7,6.7,-9.0,,,
270.0,10.0,13.0,1.1,4.0,3.7,291.0,1013.9,-0.5,6.8,-8.6,,,
270.0,10.0,13.0,,,,,1013.9,-0.4,6.9,-8.5,,,
270.0,10.0,12.0,,,,,1014.1,-0.4,6.9,-8.9,,,
270.0,9.0,12.0,1.1,4.0,3.8,285.0,1014.6,-0.2,7.0,-8.3,,,
270.0,9.0,12.0,,,,,1014.8,-0.2,7.0,-8.9,,2.3,
270.0,10.0,13.0,,,,,1014.8,0.0,7.0,-8.1,,,
280.0,10.0,13.0,1.1,4.0,3.8,289.0,1014.8,0.0,7.0,-8.7,,,
280.0,9.0,11.0,,,,,1015.1,0.0,7.0,-8.6,,,
270.0,8.0,10.0,,,,,1015.2,0.1,7.0,-8.5,,,
260.0,8.0,11.0,1.1,4.0,3.7,290.0,1015.2,0.1,7.0,-9.1,,,
260.0,8.0,10.0,,,,,1015.3,0.2,7.0,-9.4,,1.9,
260.0,8.0,10.0,,,,,1015.4,0.4,7.0,-8.9,,,
260.0,7.0,9.0,1.0,4.0,3.6,296.0,1015.6,0.4,7.0,-8.9,,,
260.0,7.0,14.0,,,,,1015.8,0.6,7.0,-8.8,,,
240.0,7.0,9.0,0.9,,3.6,265.0,1015.9,0.5,7.0,-9.4,,,
250.0,6.0,8.0,0.9,4.0,3.6,265.0,1016.1,0.5,7.0,-9.6,,,
250.0,6.0,8.0,,,,,1016.2,0.7,7.0,-9.7,,2.7,
240.0,7.0,9.0,,,,,1016.3,0.9,7.0,-9.2,,,
250.0,7.0,9.0,0.9,3.0,3.6,280.0,1016.5,0.9,7.0,-9.5,,,
240.0,7.0,9.0,,,,,1016.7,0.9,7.0,-9.7,,,
250.0,8.0,10.0,,,,,1016.8,1.0,7.0,-9.0,,,
230.0,8.0,10.0,0.8,3.0,3.6,262.0,1016.9,1.1,7.0,-8.9,,,
240.0,8.0,10.0,,,,,1016.8,1.1,7.0,-8.9,,1.9,
230.0,7.0,10.0,,,,,1016.9,1.0,7.0,-9.3,,,
240.0,7.0,9.0,0.8,4.0,3.5,224.0,1017.0,1.1,7.0,-9.1,,,
230.0,7.0,9.0,,,,,1017.2,1.1,7.0,-9.3,,,
240.0,8.0,10.0,,,,,1017.3,1.3,7.0,-8.8,,,
230.0,8.0,10.0,0.8,4.0,3.5,213.0,1017.4,1.3,7.0,-9.0,,,
240.0,7.0,9.0,,,,,1017.8,1.4,7.0,-8.5,,2.5,
240.0,8.0,11.0,,,,,1017.8,1.3,7.0,-9.0,,,
240.0,9.0,12.0,0.8,5.0,3.6,211.0,1017.9,1.5,7.0,-8.5,,,
230.0,9.0,11.0,,,,,1018.2,1.5,7.0,-8.3,,,
230.0,9.0,12.0,0.8,3.0,3.4,214.0,1018.1,1.5,7.0,-8.9,,,
230.0,8.0,11.0,,,,,1018.1,1.5,7.0,-8.1,,1.8,
220.0,9.0,10.0,,,,,1018.1,1.5,7.0,-8.4,,,
230.0,9.0,11.0,0.9,4.0,3.5,215.0,1018.2,1.5,7.0,-8.5,,,
230.0,8.0,11.0,,,,,1018.1,1.4,6.9,-8.2,,,
230.0,8.0,10.0,,,,,1018.2,1.5,7.0,-7.9,,,
220.0,9.0,11.0,0.8,3.0,3.4,213.0,1018.3,1.4,6.9,-8.3,,,
220.0,8.0,10.0,,,,,1018.5,1.5,7.0,-7.6,,1.5,
220.0,9.0,11.0,,,,,1018.8,1.6,7.0,-7.3,,,
220.0,9.0,11.0,0.8,4.0,3.6,210.0,1018.7,1.8,6.9,-6.8,,,
220.0,10.0,12.0,,,,,1018.9,1.8,6.9,-6.9,,,
220.0,10.0,13.0,,,,,1019.0,1.8,6.9,-6.9,,,
220.0,10.0,13.0,0.9,4.0,3.6,214.0,1018.9,1.8,6.9,-6.8,,,
220.0,9.0,11.0,,,,,1018.9,1.9,6.9,-6.7,,1.0,
220.0,10.0,12.0,,,,,1019.2,2.0,6.9,-6.9,,,
230.0,10.0,13.0,1.0,4.0,3.7,199.0,1019.2,2.1,6.9,-6.8,,,
220.0,10.0,12.0,,,,,1019.2,2.1,6.9,-6.9,,,
220.0,10.0,12.0,,,,,1019.4,2.2,6.9,-6.6,,,
220.0,10.0,12.0,1.1,5.0,3.8,206.0,1019.7,2.2,7.0,-6.7,,,
220.0,10.0,12.0,,,,,1019.6,2.3,7.1,-6.2,,1.4,
220.0,10.0,12.0,1.0,,3.8,206.0,1019.4,2.3,7.2,-6.6,,,
210.0,9.0,12.0,1.0,4.0,3.8,206.0,1019.3,2.3,7.2,-6.4,,,
210.0,10.0,12.0,,,,,1019.4,2.5,7.2,-6.7,,,
210.0,10.0,12.0,,,,,1019.6,2.7,7.2,-6.2,,,
210.0,10.0,13.0,1.1,5.0,3.9,202.0,1019.3,2.7,7.2,-6.8,,,
210.0,10.0,11.0,,,,,1019.2,2.9,7.3,-5.8,,0.8,
210.0,10.0,12.0,,,,,1019.2,3.0,7.3,-5.4,,,
200.0,10.0,13.0,1.1,4.0,3.9,204.0,1019.1,3.1,7.3,-4.6,,,
200.0,10.0,12.0,,,,,1019.0,3.1,7.3,-5.0,,,
200.0,10.0,12.0,,,,,1019.0,3.3,7.3,-4.6,,,
200.0,10.0,12.0,1.1,5.0,3.9,204.0,1018.9,3.5,7.3,-4.4,,,
200.0,10.0,12.0,,,,,1018.8,3.5,7.3,-4.3,,-0.3,
200.0,9.0,13.0,,,,,1018.7,3.7,7.3,-3.9,,,
200.0,10.0,12.0,1.1,5.0,3.9,203.0,1018.7,3.8,7.3,-3.9,,,
210.0,9.0,12.0,,,,,1018.7,4.0,7.3,-3.9,,,
200.0,9.0,11.0,,,,,1018.7,4.1,7.3,-3.5,,,
200.0,9.0,11.0,1.1,5.0,3.9,197.0,1018.5,4.3,7.3,-3.4,,,
200.0,9.0,12.0,,,,,1018.7,4.5,7.3,-3.4,,-0.9,
200.0,10.0,12.0,,,,,1018.7,4.7,7.3,-3.2,,,
200.0,9.0,12.0,1.1,5.0,3.9,193.0,1018.6,4.8,7.3,-2.9,,,
200.0,10.0,11.0,,,,,1019.1,5.0,7.2,-2.2,,,
200.0,10.0,12.0,1.3,,4.1,198.0,1019.2,5.1,7.3,-2.4,,,
200.0,10.0,12.0,1.3,4.0,4.1,198.0,1019.0,5.1,,-1.8,,,
200.0,10.0,12.0,,,,,1018.9,5.2,7.5,-1.7,,-0.4,
200.0,10.0,13.0,,,,,1019.2,5.4,7.4,-1.5,,,
200.0,10.0,14.0,1.2,5.0,4.0,187.0,1019.1,5.6,7.7,-1.4,,,
200.0,11.0,13.0,,,,,1019.2,5.6,7.8,-1.3,,,
200.0,11.0,13.0,,,,,1019.1,5.7,7.8,-1.5,,,
200.0,11.0,15.0,1.3,4.0,4.0,196.0,1018.9,5.7,7.8,-1.9,,,
210.0,11.0,14.0,,,,,1018.9,5.7,7.8,-3.0,,0.0,
210.0,11.0,14.0,1.5,,4.3,191.0,1018.9,5.7,7.8,-3.1,,,
210.0,11.0,13.0,1.5,5.0,4.3,191.0,1019.1,5.7,7.8,-2.9,,,
210.0,11.0,13.0,,,,,1018.9,5.6,7.8,-2.9,,,
210.0,11.0,13.0,,,,,1018.8,5.6,7.8,-2.7,,,
210.0,10.0,13.0,1.5,5.0,4.4,193.0,1018.7,5.6,7.8,-3.0,,,
210.0,10.0,12.0,,,,,1018.4,5.6,,-3.3,,0.0,
210.0,9.0,11.0,,,,,1018.5,5.5,7.8,-3.9,,,
210.0,9.0,12.0,1.5,6.0,4.5,183.0,1018.6,5.6,7.8,-2.6,,,
200.0,10.0,12.0,,,,,1018.4,5.7,7.8,-2.7,,,
200.0,10.0,12.0,,,,,1018.4,5.8,7.8,-1.9,,,
210.0,10.0,12.0,1.6,6.0,4.6,188.0,1018.4,5.8,7.8,-2.4,,,
200.0,10.0,12.0,,,,,1018.3,5.9,7.8,-2.5,,-0.5,
210.0,10.0,11.0,,,,,1018.3,5.9,7.8,-2.7,,,
200.0,10.0,11.0,1.5,6.0,4.4,187.0,1018.3,5.9,7.8,-2.8,,,
210.0,10.0,12.0,,,,,1018.4,5.8,7.8,-3.1,,,
210.0,10.0,12.0,,,,,1018.6,5.8,7.8,-2.8,,,
210.0,10.0,12.0,1.6,6.0,4.6,185.0,1018.8,5.7,7.8,-2.3,,,
210.0,9.0,11.0,,,,,1018.7,5.7,7.8,-2.0,,-0.0,
210.0,9.0,11.0,,,,,1018.5,5.6,7.8,-2.3,,,
210.0,8.0,11.0,1.5,7.0,4.6,174.0,1018.4,5.5,7.8,-2.5,,,
210.0,8.0,9.0,,,,,1018.4,5.5,7.8,-2.5,,,
210.0,8.0,9.0,,,,,1018.3,5.5,7.8,-1.9,,,
210.0,7.0,9.0,1.6,6.0,4.7,190.0,1018.3,5.5,7.8,-2.1,,,
200.0,7.0,8.0,,,,,1018.4,5.7,7.8,-1.6,,0.0,
200.0,8.0,9.0,1.5,,4.7,176.0,1018.3,5.7,7.8,-1.7,,,
200.0,8.0,10.0,1.5,7.0,4.7,176.0,1018.6,5.7,7.8,-1.4,,,
200.0,8.0,9.0,,,,,1018.7,5.8,7.8,-1.1,,,
200.0,8.0,10.0,,,,,1018.6,5.9,7.8,-0.3,,,
200.0,8.0,9.0,1.5,7.0,4.8,180.0,1018.4,5.9,7.8,-0.1,,,
200.0,8.0,9.0,,,,,1018.2,5.9,7.8,0.2,,0.0,
200.0,8.0,10.0,1.4,,4.6,192.0,1018.6,6.0,7.8,0.1,,,
200.0,8.0,10.0,1.4,5.0,4.6,192.0,1018.8,6.0,7.8,0.0,,,
200.0,9.0,10.0,,,,,1019.0,6.0,7.8,0.3,,,
210.0,9.0,11.0,,,,,1019.1,6.0,7.8,0.4,,,
210.0,8.0,10.0,1.3,6.0,4.5,185.0,1019.3,5.9,7.8,0.4,,,
210.0,8.0,9.0,,,,,1019.3,5.8,7.8,0.5,,0.4,
220.0,7.0,9.0,1.4,,4.7,178.0,1019.5,5.7,7.8,0.3,,,
210.0,7.0,8.0,1.4,7.0,4.7,178.0,1019.2,5.7,7.8,-0.3,,,
210.0,7.0,8.0,,,,,1019.2,5.6,7.1,-0.6,,,
200.0,7.0,9.0,,,,,1019.2,5.6,6.9,-0.9,,,
210.0,8.0,9.0,1.4,7.0,4.9,184.0,1019.4,5.5,7.0,-1.6,,,
210.0,7.0,9.0,,,,,1019.2,5.4,6.7,-3.1,,0.8,
210.0,7.0,8.0,1.3,,4.9,185.0,1019.3,5.4,6.8,-2.9,,,
210.0,6.0,7.0,1.3,7.0,4.9,185.0,1018.9,5.3,6.8,-2.1,,,
200.0,6.0,7.0,,,,,1018.8,5.3,6.9,-1.9,,,
200.0,6.0,7.0,1.3,,5.0,182.0,1018.5,5.4,6.9,-1.4,,,
200.0,6.0,7.0,1.3,6.0,5.0,182.0,1018.2,5.3,6.6,-2.0,,,
190.0,6.0,7.0,,,,,1017.8,5.4,6.6,-1.6,,-0.4,
190.0,6.0,7.0,1.2,,5.0,174.0,1017.4,5.5,6.6,-2.1,,,
190.0,6.0,7.0,1.2,,5.0,174.0,1017.3,,6.6,,,,
190.0,7.0,8.0,,,,,1017.3,5.6,6.6,-0.5,,,
200.0,7.0,9.0,,,,,1017.3,5.6,6.6,-0.2,,,
210.0,7.0,8.0,1.2,7.0,5.0,177.0,1017.6,5.6,6.5,-0.1,,,
210.0,7.0,8.0,,,,,1017.6,5.6,6.4,0.3,,-1.6,
210.0,6.0,8.0,,,,,1017.4,5.6,6.4,0.4,,,
210.0,6.0,7.0,1.3,7.0,5.2,174.0,1017.3,5.5,6.4,0.3,,,
220.0,7.0,8.0,,,,,1017.3,5.5,6.4,0.3,,,
220.0,7.0,8.0,1.3,,5.0,182.0,1017.3,5.5,6.4,0.4,,,
230.0,6.0,8.0,1.3,7.0,5.0,182.0,1017.3,5.4,6.4,0.3,,,
230.0,6.0,7.0,,,,,1017.2,5.3,6.4,0.2,,-1.9,
230.0,5.0,6.0,1.1,,4.8,191.0,1017.1,5.3,6.4,-1.0,,,
220.0,5.0,7.0,1.1,6.0,4.8,191.0,1017.3,5.4,6.4,-1.3,,,
230.0,6.0,10.0,,,,,1017.1,5.4,6.5,-1.5,,,
220.0,8.0,12.0,,,,,1016.9,5.1,6.5,-0.9,,,
220.0,9.0,14.0,1.2,7.0,5.0,179.0,1017.1,5.0,6.5,-0.2,,,
220.0,11.0,16.0,,,,,1017.1,4.6,6.5,0.2,,-0.8,
220.0,12.0,14.0,,,,,1017.3,4.0,6.5,0.7,,,
230.0,11.0,13.0,1.3,7.0,4.7,181.0,1017.3,3.6,6.5,1.1,,,
240.0,10.0,13.0,,,,,1017.5,3.4,6.6,1.3,,,
250.0,8.0,10.0,1.3,,4.5,170.0,1017.7,3.0,6.5,1.4,,,
250.0,8.0,9.0,1.3,7.0,4.5,170.0,1017.5,2.7,6.5,1.2,,,
240.0,7.0,8.0,,,,,1017.7,2.6,6.5,1.2,,-0.0,
250.0,7.0,9.0,,,,,1017.7,2.7,6.5,1.4,,,
240.0,7.0,9.0,1.2,7.0,4.5,185.0,1017.8,2.6,6.5,1.2,,,
240.0,7.0,9.0,,,,,1017.8,2.7,6.5,1.3,,,
240.0,8.0,10.0,,,,,1018.0,2.7,6.5,1.2,,,
250.0,9.0,10.0,1.2,7.0,4.5,173.0,1018.1,2.8,6.5,1.1,,,
250.0,9.0,10.0,,,,,1018.0,2.8,6.5,1.0,,0.7,
250.0,9.0,10.0,,,,,1018.0,2.7,6.5,0.8,,,
250.0,8.0,10.0,1.3,7.0,4.5,176.0,1018.2,2.8,6.5,1.0,,,
260.0,8.0,10.0,,,,,1018.5,2.8,6.5,1.0,,,
260.0,8.0,10.0,,,,,1018.4,2.7,6.5,0.8,,,
250.0,8.0,9.0,1.3,7.0,4.5,177.0,1018.5,2.8,6.4,0.9,,,
250.0,8.0,9.0,,,,,1018.6,2.6,6.5,0.7,,1.7,
260.0,8.0,9.0,1.3,,4.7,182.0,1018.6,2.6,6.5,0.7,,,
260.0,8.0,9.0,1.3,6.0,4.7,182.0,1018.8,2.6,6.4,0.7,,,
260.0,7.0,9.0,,,,,1019.1,2.7,6.4,0.8,,,
260.0,7.0,9.0,,,,,1019.3,2.6,6.4,0.6,,,
260.0,7.0,8.0,1.2,7.0,4.4,177.0,1019.3,2.6,6.4,0.7,,,
260.0,7.0,8.0,,,,,1019.5,2.5,6.4,0.6,,1.9,
260.0,7.0,9.0,1.2,,4.7,177.0,1019.7,2.5,6.4,0.5,,,
260.0,7.0,8.0,1.2,6.0,4.7,177.0,1019.5,2.4,6.4,0.4,,,
260.0,6.0,8.0,,,,,1019.9,2.3,6.4,0.4,,,
260.0,6.0,7.0,1.1,7.0,4.4,168.0,1020.1,2.3,6.4,0.4,,,
260.0,6.0,7.0,,,,,1020.2,2.3,6.4,0.4,,2.2,
270.0,6.0,7.0,1.2,,4.7,176.0,1020.2,2.2,6.5,0.3,,,
260.0,5.0,7.0,1.2,6.0,4.7,176.0,1020.2,2.2,6.5,0.3,,,
270.0,5.0,7.0,,,,,1020.3,2.1,6.5,0.2,,,
270.0,5.0,7.0,,,,,1020.3,2.1,6.5,0.3,,,
280.0,5.0,6.0,1.2,7.0,4.6,184.0,1020.3,2.1,6.6,0.3,,,
260.0,4.0,6.0,,,,,1020.3,2.0,6.6,0.2,,1.8,
250.0,4.0,5.0,,,,,1020.3,1.9,6.6,0.2,,,
260.0,4.0,5.0,1.1,7.0,4.6,170.0,1020.3,1.9,6.6,0.2,,,
270.0,4.0,5.0,,,,,1020.4,1.9,6.6,0.2,,,
260.0,4.0,5.0,1.0,,4.6,182.0,1020.5,1.9,6.7,0.3,,,
270.0,4.0,5.0,1.0,6.0,4.6,182.0,1020.5,2.0,6.7,0.4,,,
280.0,3.0,5.0,,,,,1020.3,1.9,6.7,0.3,,0.9,
250.0,3.0,5.0,,,,,1020.8,1.9,6.7,0.3,,,
260.0,4.0,5.0,1.0,6.0,4.7,182.0,1020.8,2.0,6.7,0.4,,,
270.0,4.0,5.0,,,,,1020.9,1.9,6.8,0.3,,,
260.0,3.0,5.0,1.1,,5.0,174.0,1020.7,1.9,6.8,0.4,,,
270.0,3.0,4.0,1.1,7.0,5.0,174.0,1020.7,1.9,6.8,0.4,,,
280.0,3.0,4.0,,,,,1020.6,1.8,6.8,0.4,,0.5,
300.0,3.0,4.0,,,,,1020.5,1.8,6.8,0.4,,,
300.0,2.0,3.0,1.0,6.0,4.9,179.0,1020.6,1.7,6.8,0.2,,,
290.0,2.0,3.0,,,,,1020.4,1.8,6.8,0.4,,,
300.0,3.0,4.0,,,,,1020.2,1.8,6.8,0.4,,,
300.0,2.0,3.0,1.0,6.0,5.1,178.0,1020.1,1.8,6.9,0.4,,,
300.0,3.0,3.0,,,,,1020.1,1.8,6.9,0.4,,0.0,
300.0,3.0,4.0,,,,,1020.1,1.8,6.9,0.4,,,
310.0,4.0,5.0,1.0,7.0,5.3,172.0,1020.1,1.9,6.9,0.6,,,
310.0,4.0,5.0,,,,,1020.1,1.9,6.9,0.6,,,
300.0,4.0,4.0,,,,,1020.2,1.9,6.8,0.5,,,
290.0,4.0,5.0,1.0,6.0,5.4,189.0,1020.3,1.9,6.8,0.4,,,
290.0,3.0,4.0,,,,,1019.9,2.1,6.8,0.6,,-0.4,
290.0,2.0,3.0,,,,,1019.9,2.1,6.8,0.5,,,
300.0,3.0,4.0,1.0,7.0,5.5,183.0,1019.7,2.1,6.8,0.4,,,
300.0,3.0,4.0,,,,,1019.7,2.1,6.8,0.4,,,
300.0,3.0,4.0,,,,,1019.6,2.2,6.8,0.5,,,
290.0,2.0,3.0,0.9,7.0,5.5,168.0,1020.0,2.2,6.7,0.4,,,
280.0,2.0,3.0,,,,,1020.0,2.3,6.7,0.5,,-0.6,
290.0,3.0,4.0,0.9,,5.6,180.0,1020.1,2.3,6.7,0.5,,,
290.0,3.0,4.0,0.9,7.0,5.6,180.0,1019.8,2.4,6.7,0.6,,,
300.0,2.0,3.0,,,,,1019.7,2.2,6.7,0.4,,,
300.0,2.0,3.0,,,,,1019.7,2.2,6.7,0.4,,,
320.0,2.0,3.0,0.9,7.0,5.7,184.0,1019.4,2.3,6.7,0.5,,,
320.0,4.0,5.0,,,,,1019.3,2.3,6.7,0.5,,-0.8,
320.0,3.0,3.0,0.9,,5.7,132.0,1019.8,2.3,6.7,0.6,,,
300.0,1.0,3.0,0.9,10.0,5.7,132.0,1019.5,2.3,6.7,0.6,,,
,0.0,2.0,,,,,1019.4,2.3,6.7,0.6,,,
,0.0,1.0,0.9,,5.8,146.0,1019.5,2.2,6.7,0.4,,,
300.0,1.0,2.0,0.9,10.0,5.8,146.0,1019.6,2.3,6.7,0.5,,,
280.0,1.0,1.0,,,,,1019.5,2.4,6.8,0.5,,-0.5,
,0.0,1.0,,,,,1019.1,2.4,6.8,0.5,,,
,0.0,1.0,0.9,9.0,6.0,166.0,1019.0,2.4,6.8,0.5,,,
,0.0,1.0,,,,,1018.9,2.4,6.8,0.5,,,
,0.0,1.0,,,,,1018.8,2.5,6.8,0.6,,,
140.0,1.0,2.0,1.0,10.0,6.0,133.0,1018.4,2.5,6.8,0.6,,,
120.0,2.0,3.0,,,,,1018.1,2.7,6.8,0.8,,-1.9,
130.0,2.0,3.0,0.9,,6.0,162.0,1018.2,2.8,6.8,0.9,,,
140.0,3.0,4.0,0.9,9.0,6.0,162.0,1017.9,3.0,6.8,1.0,,,
130.0,3.0,4.0,,,,,1017.7,3.2,6.8,1.3,,,
120.0,3.0,4.0,,,,,1017.3,3.4,6.9,1.5,,,
100.0,4.0,5.0,0.9,9.0,6.0,155.0,1017.3,3.5,6.9,1.7,,,
90.0,3.0,4.0,,,,,1017.6,3.4,6.9,1.7,,-1.8,
100.0,3.0,3.0,,,,,1017.7,3.6,6.9,2.0,,,
100.0,2.0,3.0,1.1,9.0,6.3,161.0,1017.9,3.8,6.9,2.3,,,
50.0,2.0,3.0,,,,,1017.8,3.7,6.8,2.2,,,
60.0,2.0,3.0,1.0,,6.2,153.0,1017.9,3.8,6.8,2.4,,,
90.0,1.0,3.0,1.0,8.0,6.2,153.0,1018.2,3.4,6.8,1.7,,,
,0.0,2.0,,,,,1018.3,3.3,6.8,1.2,,-1.2,
,0.0,2.0,,,,,1018.2,3.6,6.8,1.6,,,
,0.0,1.0,1.1,8.0,6.4,162.0,1018.2,3.4,6.8,1.4,,,
,0.0,2.0,,,,,1018.4,3.5,6.7,1.4,,,
50.0,1.0,2.0,1.1,,6.4,153.0,1018.4,3.5,6.7,1.3,,,
80.0,2.0,3.0,1.1,9.0,6.4,153.0,1018.2,3.4,6.7,1.1,,,
70.0,1.0,2.0,,,,,1018.5,3.3,6.7,1.0,,0.3,
70.0,1.0,2.0,1.1,,6.6,151.0,1018.8,3.3,6.7,1.1,,,
,0.0,1.0,1.1,9.0,6.6,151.0,1018.8,3.3,6.0,1.2,,,
150.0,3.0,7.0,,,,,1018.6,3.4,5.9,1.4,,,
150.0,5.0,6.0,1.0,,6.2,144.0,1018.7,3.5,5.8,1.1,,,
150.0,4.0,5.0,1.0,9.0,6.2,144.0,1018.7,3.5,5.8,1.0,,,
150.0,4.0,5.0,,,,,1018.6,3.4,5.9,0.9,,1.0,
140.0,3.0,4.0,1.1,,6.4,150.0,1018.7,3.3,5.9,0.9,,,
120.0,3.0,4.0,1.1,8.0,6.4,150.0,1018.5,3.3,6.1,1.0,,,
130.0,2.0,4.0,,,,,1018.6,3.2,6.0,1.0,,,
100.0,2.0,4.0,1.0,,6.1,151.0,1018.5,3.2,6.0,1.1,,,
110.0,2.0,4.0,1.0,8.0,6.1,151.0,1018.7,3.2,6.1,1.1,,,
80.0,2.0,3.0,,,,,1018.8,3.2,6.1,1.2,,0.5,
70.0,2.0,3.0,,,,,1018.6,3.2,6.3,1.2,,,
50.0,2.0,3.0,1.1,8.0,6.4,155.0,1018.7,3.2,6.2,1.3,,,
50.0,2.0,3.0,,,,,1018.4,3.2,6.2,1.4,,,
50.0,2.0,3.0,,,,,1018.1,3.1,6.3,1.4,,,
40.0,2.0,3.0,1.0,8.0,6.0,147.0,1018.0,3.2,6.3,1.6,,,
40.0,2.0,3.0,,,,,1017.8,3.2,6.5,1.6,,-0.6,
100.0,3.0,5.0,,,,,1017.5,3.4,6.5,1.7,,,
80.0,3.0,5.0,1.0,8.0,6.4,153.0,1017.5,3.4,6.6,1.5,,,
80.0,4.0,5.0,,,,,1017.4,3.3,6.6,1.4,,,
